,date,tweet,HASHTAG,count_hashtag
368,2018-09-12,我的推友今年再没人直播苹果春晚也没有吐槽，可能真的是老了 #metoo,[],0
369,2018-09-12,#Metoo 谢谢女孩的勇敢......  @LINK …,[],0
370,2018-09-12,中国知名公益人士邓飞爆出性骚扰争议，其媒体同袍黄章晋今天表示，当初他转贴指控者的文章，是「亲手杀死了邓飞」，内心十分不安。  晓雅摘要了事件经过，留言串有人认为，黄章晋以私人情谊的描述，模糊了 #MeToo 事件的公共性跟焦点。  讨论持续滚动中：  #MeTooMatters @LINK …,['METOOMATTERS'],1
371,2018-09-12,#censorship #MeToo banned in China? 成内地禁词 网民改为「俺也一样」仍遭封杀  @LINK …,['CENSORSHIP'],1
372,2018-09-12,#getonboardQLD #MeToo #MUFC #ANZSPM18 #MacMiller #MasterChefAU #7News #정국 #Jungkook 询问空调安装人员的问题 #RIPMAC #RiseForClimate #JK #BonVoyageS3  #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #qanda #GooglePay @LINK …,"['GETONBOARDQLD', 'MUFC', 'ANZSPM18', 'MACMILLER', 'MASTERCHEFAU', '7NEWS', '정국', 'JUNGKOOK', 'RIPMAC', 'RISEFORCLIMATE', 'JK', 'BONVOYAGES3', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",19
373,2018-09-12,办公室搬迁悉尼经济实惠的家庭和办公室 #teacherspet #AskACurator #GetTheV11Pro #Sunrise18 #WorldSuicidePreventionDay #MeToo #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #SKODAIndia #ENGvIND #AFLSwansGiants #GalaxyA8Star  @LINK … pic.twitter.com/ZjyCYLrfaq,"['TEACHERSPET', 'ASKACURATOR', 'GETTHEV11PRO', 'SUNRISE18', 'WORLDSUICIDEPREVENTIONDAY', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'SKODAINDIA', 'ENGVIND', 'AFLSWANSGIANTS', 'GALAXYA8STAR']",13
374,2018-09-12,办公室搬迁悉尼经济实惠的家庭和办公室 #MYTAuckland #RIPMAC #RiseForClimate #SKODAIndia #ENGvIND #AFLSwansGiants #GalaxyA8Star #teacherspet #AskACurator #GetTheV11Pro #Sunrise18 #WorldSuicidePreventionDay #MeToo #MacMiller  @LINK … pic.twitter.com/3J8gboXIjD,"['MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'SKODAINDIA', 'ENGVIND', 'AFLSWANSGIANTS', 'GALAXYA8STAR', 'TEACHERSPET', 'ASKACURATOR', 'GETTHEV11PRO', 'SUNRISE18', 'WORLDSUICIDEPREVENTIONDAY', 'MACMILLER']",13
375,2018-09-12,办公室搬迁悉尼经济实惠的家庭和办公室 #GetTheV11Pro #Sunrise18 #AskACurator #WorldSuicidePreventionDay #MeToo #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #SKODAIndia #ENGvIND #AFLSwansGiants #GalaxyA8Star #teacherspet  @LINK … pic.twitter.com/n1p0fbSFYW,"['GETTHEV11PRO', 'SUNRISE18', 'ASKACURATOR', 'WORLDSUICIDEPREVENTIONDAY', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'SKODAINDIA', 'ENGVIND', 'AFLSWANSGIANTS', 'GALAXYA8STAR', 'TEACHERSPET']",13
376,2018-09-12,#GetTheV11Pro #Sunrise18 #AskACurator 办公室搬迁悉尼经济实惠的家庭和办公室 #WorldSuicidePreventionDay #MeToo #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #SKODAIndia #ENGvIND #AFLSwansGiants #GalaxyA8Star #teacherspet  @LINK … pic.twitter.com/8l4NX8UFLR,"['GETTHEV11PRO', 'SUNRISE18', 'ASKACURATOR', 'WORLDSUICIDEPREVENTIONDAY', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'SKODAINDIA', 'ENGVIND', 'AFLSWANSGIANTS', 'GALAXYA8STAR', 'TEACHERSPET']",13
377,2018-09-11,#MeToo 运动加速中  @LINK …,[],0
378,2018-09-10,性教育机构玛丽斯特普查阅资料并根据机构内部的制度作了一个培训方案，并面向社会提供免费下载：  @LINK … #MeToo #米兔,['米兔'],1
379,2018-09-10,男人给男人解释 #MeToo 是怎么回事，觉得中国人，无论男女都该看看，学习一下。  @LINK …,[],0
380,2018-09-10,刘强东涉嫌一级强奸 京东虚假公关惹怒律师  @LINK …  猥亵韩国女性 中国金盛董座被永久禁止入韩  @LINK … #MeToo #京东 #刘强东 #金盛集团 #中国经济 #USA #Korea,"['京东', '刘强东', '金盛集团', '中国经济', 'USA', 'KOREA']",6
381,2018-09-10,彻底垮台！#MeToo 运动席卷社交网路之际，CBS首席执行长Leslie Moonves成了因性丑闻而被迫离职的级别最高的娱乐业公司高管。  @LINK ,[],0
382,2018-09-10,彻底垮台！#MeToo 运动席卷社交网路之际，CBS首席执行长Leslie Moonves成了因性丑闻而被迫离职的级别最高的娱乐业公司高管。 @LINK ,[],0
383,2018-09-10,高跟鞋作为妇女防身利器，到底有多恐怖？   @LINK …  这才是消灭 #MeToo 的正确姿势,[],0
384,2018-09-10,遭12女控性侵　美CBS总裁下台捐6亿给 #MeToo  @LINK …,[],0
385,2018-09-10,#MeToo！又一大咖中箭落马 美媒巨头涉性骚即刻离职 - 国际 - 自由时报电子报  @LINK …,[],0
386,2018-09-10,【谁，也是受害者？】 作为全球性的发声，以及对抗 #性骚扰 与 #性侵害， #MeToo 的热潮目前仍不断在各地蔓延。 以往许多的案件，都是因为不断隐忍，伤害永远无法得到平反， 别忘了，无论受到什么样的侵害， 立达征信社永远与您站在同一阵线......😌😌😌 #蒐证调查 #心理咨商 #立达征信社 pic.twitter.com/EZB97cS6od,"['性骚扰', '性侵害', '蒐证调查', '心理咨商', '立达征信社']",5
387,2018-09-09,"Leslie Moonves departs as chief of CBS, financial package to be withheld pending investigation  @LINK … CBS总裁 #LeslieMoonves 因性骚扰辞职，7月份有六名女性指控他，昨天再有六名对他进行指控。#MeToo",['LESLIEMOONVES'],1
388,2018-09-09,听一个在 Uber 工作的女士说，Uber 的企业文化已经从 #metoo 前的极端走向了另一个极端（笑,[],0
389,2018-09-08,中国 #metoo 任重道远。 刘强东性侵，乃必然。  2018年，复旦大学学生纪律处分被曝光： 一:潜入女厕，偷怕女生裙底，只是警告。(若在美国，重罪，直接坐牢。) 二:在宿舍吃烧烤，反被严重警告。  按照复旦逻辑: 吃烧烤比性侵更邪恶。 因为宿舍吃烧烤，挑战的是集体管理规则。 性侵，挑战的是个人权益。  pic.twitter.com/Mt2ilZpiiF,[],0
390,2018-09-08,【逾八成中国女记者曾遭性骚扰】 令人遗憾的是，媒体行业对于这份报告并没有做出积极的回应。 #metoo 　#米兔 #性骚扰 @LINK …,"['米兔', '性骚扰']",2
391,2018-09-08,这是刺裸裸的性骚扰啊 #metoo,[],0
392,2018-09-08,#U20WWC #TheBachelorAU #GooglePayLeiders 鸟类控制悉尼服务的领导者 #getonboardQLD #MeToo #ANZSPM18 #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #FairFundingNow #SKODAIndia #AFLSwansGiants #NRLPanthersWarriors #NRLW #goswans #BeGiant #MasterChefAU #7News  @LINK … pic.twitter.com/f3755QTMOB,"['U20WWC', 'THEBACHELORAU', 'GOOGLEPAYLEIDERS', 'GETONBOARDQLD', 'ANZSPM18', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'FAIRFUNDINGNOW', 'SKODAINDIA', 'AFLSWANSGIANTS', 'NRLPANTHERSWARRIORS', 'NRLW', 'GOSWANS', 'BEGIANT', 'MASTERCHEFAU', '7NEWS']",18
393,2018-09-08,#U20WWC #TheBachelorAU #GooglePayLeiders 鸟类控制悉尼服务的领导者    #getonboardQLD #MeToo #ANZSPM18 #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #FairFundingNow #SKODAIndia #AFLSwansGiants #NRLPanthersWarriors #NRLW #goswans  @LINK … pic.twitter.com/lhE3ghKJBB,"['U20WWC', 'THEBACHELORAU', 'GOOGLEPAYLEIDERS', 'GETONBOARDQLD', 'ANZSPM18', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'FAIRFUNDINGNOW', 'SKODAINDIA', 'AFLSWANSGIANTS', 'NRLPANTHERSWARRIORS', 'NRLW', 'GOSWANS']",15
394,2018-09-08,#U20WWC #yamato2202 #CROENG #TheBachelorAU #GooglePayLeiders 鸟类控制悉尼服务的领导者 #getonboardQLD #MeToo #ANZSPM18 #MacMiller #MYTAuckland #RIPMAC #RiseForClimate #FairFundingNow #SKODAIndia #AFLSwansGiants #NRLPanthersWarriors #NRLW #goswans  @LINK … pic.twitter.com/YZWRc4bnSf,"['U20WWC', 'YAMATO2202', 'CROENG', 'THEBACHELORAU', 'GOOGLEPAYLEIDERS', 'GETONBOARDQLD', 'ANZSPM18', 'MACMILLER', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'FAIRFUNDINGNOW', 'SKODAINDIA', 'AFLSWANSGIANTS', 'NRLPANTHERSWARRIORS', 'NRLW', 'GOSWANS']",17
395,2018-09-07,#getonboardQLD #MeToo #MUFC #ANZSPM18 #MacMiller #MasterChefAU #7News #MYTAuckland #RIPMAC #RiseForClimate #FairFundingNow 免费的Xforce消声器和Xforce排气技巧 Call Now- 97904060 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK … pic.twitter.com/Gb6lIayDxS,"['GETONBOARDQLD', 'MUFC', 'ANZSPM18', 'MACMILLER', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'RIPMAC', 'RISEFORCLIMATE', 'FAIRFUNDINGNOW', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
396,2018-09-07,在全球展开 #metoo# 运动的同时，美国白宫正在声势浩大地展开 #NotMe# 自查，声明自己不是白宫地下党人。  pic.twitter.com/Ls96giFYCS,['NOTME'],1
397,2018-09-07,【逾八成中国女记者曾遭性骚扰】 令人遗憾的是，媒体行业对于这份报告并没有做出积极的回应。 #metoo 　#米兔　   @LINK ,['米兔'],1
398,2018-09-07,@安替：在全球展开 #metoo# 运动的同时，美国白宫正在声势浩大地展开 #NotMe# 自查，声明自己不是白宫地下党人。  pic.twitter.com/JUnUxkOmvO,['NOTME'],1
399,2018-09-07,【逾八成中国女记者曾遭性骚扰】 令人遗憾的是，媒体行业对于这份报告并没有做出积极的回应。 #metoo 　#米兔　 @LINK …,['米兔'],1
400,2018-09-07,【宇宙平和维持局/电援队】  @LINK … #meetoo #metoo,['MEETOO'],1
401,2018-09-07,在全球展开 #metoo# 运动的同时，美国白宫正在声势浩大地展开 #NotMe# 自查，声明自己不是白宫地下党人。  pic.twitter.com/qVZWs7oV3P,['NOTME'],1
402,2018-09-06,#metoo 牌凤梨酥  pic.twitter.com/EtFkPy04An,[],0
403,2018-09-06,在全球展开 #metoo 运动的同时，美国白宫正在声势浩大地展开 #notme 自查，声明自己不是白宫地下党人。,['NOTME'],1
404,2018-09-06,#朱军性骚扰 事件发展，根据 卖烧同学写的时间线，更新了相关细节。 @LINK  #MeToo #米兔 pic.twitter.com/2G0PdkfCNg,"['朱军性骚扰', '米兔']",2
405,2018-09-06,这要是和你对视，怕是要被 #metoo  @LINK …,[],0
406,2018-09-06,女孩问过很多次，为什么一个被性侵的受害者，除了侵害者，学校、老师、警察、法院、维稳办几乎都站到了她的对立面？ 一年来，她逐渐明白，自己要反抗的不是一个人，一个施害者，而是背后包庇、保护施害者的一套男/父权语系下的制度... #MeToo #MeTooChina @LINK …,['METOOCHINA'],1
407,2018-09-06,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #FairFundingNow 伟大的空调理念和最佳拆分系统空调评论来自了解 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK … pic.twitter.com/xbg2fJk01m,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'FAIRFUNDINGNOW', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
408,2018-09-05,本人真的是个怂逼，但还是想为可爱的小鲤鱼搬砖 #MeToo #疼痛之墙 pic.twitter.com/GkDzVOx6v8,['疼痛之墙'],1
409,2018-09-05,星河 寻找金城武-第506天【来源博客】： @LINK  【#designabageveryday 😆】#fashionnova #FashionWeek #FashionMusicBook #Luxury #designer #StyleBook #style #styleblogger #styleinspiration #stylebook #lookbooklookbook #lookbook #metoo #Vogue #lookingforlove pic.twitter.com/bZe1ZFuQZb,"['DESIGNABAGEVERYDAY', 'FASHIONNOVA', 'FASHIONWEEK', 'FASHIONMUSICBOOK', 'LUXURY', 'DESIGNER', 'STYLEBOOK', 'STYLE', 'STYLEBLOGGER', 'STYLEINSPIRATION', 'STYLEBOOK', 'LOOKBOOKLOOKBOOK', 'LOOKBOOK', 'VOGUE', 'LOOKINGFORLOVE']",15
410,2018-09-05,传统的父权社会是这样，不过你看到了吗，全国接近一半人口的女性群体，微博上 #metoo 和「米兔」都被封了以后出现的新标签，短短几天就千万参与互动，这么庞大群体的诉求，却没有哪怕一点点议价能力  @LINK …,[],0
411,2018-09-05,微博上 #metoo 被封了，「米兔」也被封了，又有了一个I will be your voice，短短没多久就1900万阅读数，好绝望...  pic.twitter.com/XTbinKd5Za,[],0
412,2018-09-05,朱军的举报人微博恢复转发功能。时间线：  @LINK … #MeToo #米兔 pic.twitter.com/frDV8XRIOh,['米兔'],1
413,2018-09-04,真恶心【FBI利用 #Metoo 运动热潮对环保主义者施加压力，以令其符合该局的意图】联邦调查局武装了#MeToo，以迫使环保活动家亨利成为一名线人。对于亨利来说，奥莱利的电话是一个明显的尝试，试图捕捉她对问责制的渴望，并扭曲这种渴望以满足该局的自身目的。亨利拒绝合作  @LINK …,[],0
414,2018-09-04,他不知道现在有 #MeToo 运动。估计名声要挂了。  @LINK …,[],0
415,2018-09-04,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #springst #auspol #FairFundingNow 我们提供优质的干冰颗粒，以便我们能够满足您的干冰需求  #U20WWC #7NewsMelb #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK …,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'SPRINGST', 'AUSPOL', 'FAIRFUNDINGNOW', 'U20WWC', '7NEWSMELB', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
416,2018-09-04,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #springst #auspol #FairFundingNow 想在悉尼哪里买干冰？请查看以下内容以获取更多信息 #U20WWC #7NewsMelb #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK … pic.twitter.com/S3vEFfAWZm,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'SPRINGST', 'AUSPOL', 'FAIRFUNDINGNOW', 'U20WWC', '7NEWSMELB', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
417,2018-09-04,@MENTION @MENTION @MENTION @MENTION 山琳狐狸请告诉大家安德鲁是谁，他干啥了😂 #米兔 #MeToo  @LINK …,['米兔'],1
418,2018-09-04,被性侵的女孩起诉了警察：维权的伤害远比性侵大｜深度｜#MeToo 在中国｜端传媒 Initium Media  @LINK … 来自 @MENTION,[],0
419,2018-09-04,石油大学性侵案：层层伤害下，越维权越无路可走  @LINK  #MeToo #米兔,['米兔'],1
420,2018-09-04,石油大学性侵案：层层伤害下，越维权越无路可走  #NGOcn  @LINK … 在关心奶茶变抹茶的时候不要忘了 #MeToo in China,['NGOCN'],1
421,2018-09-04,"3) She explains: 在美国，米兔的问题很容易给他带来问题，所以他不可能做这样的事情 ""In the U.S., the #metoo problem makes it easy to give him a problem, so he can't act in that manner.""",[],0
422,2018-09-04,就是一起仙人跳😝警方根本不会立案，否则怎么可能放刘强东走😂 详见西方名人的几起身体不当触摸被女方投诉事件😊 @MENTION #朱军 #米兔 #Metoo,"['朱军', '米兔']",2
423,2018-09-04,就是一起仙人跳😝警方根本不会立案，否则怎么可能放刘强东走😂 详见西方名人的几起身体不当触摸被女方投诉事件😊 #朱军 #米兔 #Metoo,"['朱军', '米兔']",2
424,2018-09-03,美国司法系统在面对有钱有势的人时，那呵呵。如果不是这样，要 #MeToo 的当事人那么大勇气站出来，要这个hashtag干什么？这回垃圾人刘某东已经被释放并且准许回国了，逃脱了惩罚，我一开始就预料到这个结果。  @LINK …,[],0
425,2018-09-03,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #FairFundingNow 铝制堆垛机门的好处 — 伸缩式纱门 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK …,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'FAIRFUNDINGNOW', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
426,2018-09-03,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #FairFundingNow 有关铝制堆垛机门和折叠平台门价格的信息 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #qanda #GooglePay  @LINK … pic.twitter.com/tcGUzJHk41,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'FAIRFUNDINGNOW', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'QANDA', 'GOOGLEPAY']",17
427,2018-09-03,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #venmo #FairFundingNow 没有更多的斗争 - 空调成功是你的 - 致电02 8021 3735 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #aah18 #GooglePay  @LINK … pic.twitter.com/UKapFtCKUK,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'VENMO', 'FAIRFUNDINGNOW', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'AAH18', 'GOOGLEPAY']",18
428,2018-09-02,🙈🙈🙈声援团应该先支持这位大无畏的无产阶级代表 #metoo，再谈解放全人类的家国天下情怀不迟：  @LINK …,[],0
429,2018-09-02,学诚法师是当时法门寺舍利事件的当事人之一。 佛教产业化，佛心商品化，和尚官员化。「清空大和尚」被 #MeToo 具有商业争斗背景。 岳路平老师是舍利回家的倡导人，他眼中的学诚法师什么样。  @LINK …,[],0
430,2018-09-02,看，曾经的所谓正义网友们啊，#metoo 运动的时候一个个都在批判荡妇羞辱，现在又转过身骂别人「鸡」「敲诈」「卖淫」了，内心是有多龌龊？美国警方现在还没有透露太多，你说这些话有何依据？推特的言论自由不是造谣自由骂人自由啊  pic.twitter.com/R1PxWxjwDD,[],0
431,2018-09-02,恶臭支那！METOO，你支也配？都是些什么货色，蒋方舟这种「党妓」，标准童养「党妓」，难道只有书记领导能免费随意操她吗？章子怡是不是也该出来说薄熙来性侵了她，然后「看见性侵」。「党妓」杨澜是不是也该出来说一大堆书记性侵了她？ #metoo⁠ ⁠#CINA pic.twitter.com/lAViRc5kZv,['CINA'],1
432,2018-09-02,#metoo#网曝大陆知名电商京东刘强东在美性侵女大学生被警方逮捕，女主新浪微博账号「nico蒋娉婷」及内幕曝光。  pic.twitter.com/AVKpZfKfaH,['网曝大陆知名电商京东刘强东在美性侵女大学生被警方逮捕'],1
433,2018-09-02,FBI利用 #Metoo 运动热潮对环保主义者施加压力。这是当权者最常用的方法，即寻找 甚至制造目标人的「漏洞」，然后利用这一把柄对其施压，将其变成有利于当局的目的。这活儿是 #社交工程 攻击中最脏的一种 @LINK …,['社交工程'],1
434,2018-09-02,#metoo 就是要让这样的事变成个事呐。,[],0
435,2018-09-02,哈哈哈前两天还想说中国的企业家里最喜欢刘强东，因为看了《创京东》这本书以后给我留下的印象很好，么想到今天刘强东就被 #metoo 了,[],0
436,2018-09-02,#metoo 可能猫娘比较好欺负，喵喵喵,[],0
437,2018-09-02,推上貌似有不少忸怩作态、顾盼自怜、十分可人的 #香蕉左、#小粉绿、#women #圣三一（神圣三位一体），应该好好 #metoo 一番：😋😋😋,"['香蕉左', '小粉绿', 'WOMEN', '圣三一']",4
438,2018-09-01,"😱政治正确，各路左粪喜欢，后现代 #women 尤其喜欢,#metoo !  @LINK …",['WOMEN'],1
439,2018-09-01,PicoTaro项目和P.P.A.P.不是他的想法。 我是最初的策划者。 随着他的暴力，我成了一名残疾人。 我也遭受了他的淫秽行为。 即使PicoTaro做了令人厌恶的事情，我还要忍受吗？ 如果你没有受伤，无论他做什么，你会原谅PicoTaro吗？  我觉得他的人类的本质有问题。  「这是一个国家威望的问题」。  #MeToo,[],0
440,2018-09-01,给我女权小伙伴们负责的反性暴力项目捐了生活费2000，要苦一阵了呜呜... 本来集够小红花可以配捐最多两倍，可我没记得要在9.7-9.9的上午9:00-12:00捐，可惜了小伙伴帮我答题集的小红花... #MeToo  pic.twitter.com/yhshEAXP9T,[],0
441,2018-08-31,PicoTaro项目和P.P.A.P.不是他的想法。 我是最初的策划者。 随着他的暴力，我成了一名残疾人。 我也遭受了他的淫秽行为。  即使PicoTaro做了令人厌恶的事情，我还要忍受吗？  如果你没有受伤，无论他做什么，你会原谅PicoTaro吗？  我觉得他的人类的本质有问题。  「这是一个国家威望的问题」。  #MeToo,[],0
442,2018-08-31,怕一不小心弄巧成拙翻车成 #metoo 了,[],0
443,2018-08-31,"PicoTaro是关于Kosaka Daimao(古坂大魔王)。 它意味着伟大的魔鬼。  他用暴力拦截了我的想法。 他用暴力。 我坚信他想成为名人。 PicoTaro不是他所想的。  他说威胁我。 ""继续骚扰出现在电视上。引导你自杀「。  我不会屈服于他的暴力。  遇到可怕的事情让我感到困惑。  我想告诉别人我起床了。  #MeToo",[],0
444,2018-08-31,PicoTaro Planning和P.P.A.P.不是他的想法。  我是最初的策划者。  随着他的暴力，我成了一名残疾人。  我也遭受了他的淫秽行为。  我觉得他的人类的本质有问题。  「这是一个国家威望的问题」。  #MeToo,[],0
445,2018-08-31,#MeToo 今天推荐大家一部高评分韩剧——就算敏感点也无妨 这部剧剧情围绕一个懵懂怯懦的女孩走进大学校园而展开，她的闺蜜则是一个女权主义者，剧里的主要话题是女性侵害和性别不公。总是能第一时间站出来，对抗女性不公的事情。 为编剧打call😀  pic.twitter.com/0aTahaYUl5,[],0
446,2018-08-31,#metoo 范爷得跟教练联手了  @LINK …,[],0
447,2018-08-31,"PicoTaro是关于Kosaka Daimao(古坂大魔王)。 它意味着伟大的魔鬼。 他用暴力拦截了我的想法。 他用暴力。  我坚信他想成为名人。  PicoTaro不是他所想的。  他说威胁我。 ""继续骚扰出现在电视上。引导你自杀「。  我不会屈服于他的暴力。  遇到可怕的事情让我感到困惑。  我想告诉别人我起床了。 #MeToo",[],0
448,2018-08-31,香港学生听过 #MeToo 未？哩啲学生真系通识合格？  城大迎新疑爆性骚扰 要求女生气球塞胸 师兄无啦啦裸体  @LINK …,[],0
449,2018-08-30,此推应加 #metoo  @LINK …,[],0
450,2018-08-30,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #venmo #zelle  房屋内最佳管道空调  #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #aah18 #4S2018 #GooglePay  @LINK …,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'VENMO', 'ZELLE', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'AAH18', '4S2018', 'GOOGLEPAY']",19
451,2018-08-30,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #venmo #zelle  把自己变成管道式空调大师 - 2018年8月 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #aah18 #4S2018 #GooglePay  @LINK … pic.twitter.com/3p4E2DLz9N,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'VENMO', 'ZELLE', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'AAH18', '4S2018', 'GOOGLEPAY']",19
452,2018-08-30,#getonboardQLD #MeToo #MUFC #BTSportScore #CrazyRichAsians #MasterChefAU #7News #MYTAuckland #paypal #cashapp #venmo #zelle 维护管道式空调和管道式逆循环空调的提示 #U20WWC #yamato2202 #9News #CROENG #TheBachelorAU #aah18 #4S2018 #GooglePay @LINK …,"['GETONBOARDQLD', 'MUFC', 'BTSPORTSCORE', 'CRAZYRICHASIANS', 'MASTERCHEFAU', '7NEWS', 'MYTAUCKLAND', 'PAYPAL', 'CASHAPP', 'VENMO', 'ZELLE', 'U20WWC', 'YAMATO2202', '9NEWS', 'CROENG', 'THEBACHELORAU', 'AAH18', '4S2018', 'GOOGLEPAY']",19
453,2018-08-29,女孩被滴滴司机奸杀 外媒剖析背后原因  @LINK … 鼓励司机将载客服务变成寻找艳遇的途径，这样荒谬的想法成为垄断中国市场的网约车公司的公开言论。它将带来什么后果？  #滴滴打车 #taxi #uber #DiDiChuxing #性侵 #MeToo,"['滴滴打车', 'TAXI', 'UBER', 'DIDICHUXING', '性侵']",5
454,2018-08-28,认真希望身边的每一个人 不管你是男生或者女生 请看看这两个案件 看看现在的社会 看看我们的未来多么糟糕 女生的性命安全多么不受保障 这个世界多么需要改变 了解完了也不要只是象征性表示难过 最重要的是 女生不仅要成为独立女性 也要成为能自保的人 男生请公平地看待女性 不要成为下半身动物 #MeToo,[],0
455,2018-08-28,「复盘我参与的两次反性骚扰行动，想说原谅没那么容易」  @LINK … #MeToo #米兔,['米兔'],1
456,2018-08-28,「外公在我母亲出生那天在日记中写道，我又打了老婆，因为她生了个女儿。」我们的研究员庄司洋加在东京长大，对于最近东京医科大学操控入学分数将女生拒之门外的消息，她并不震惊。她借自己的经历，为我们讲解 #日本 的性别平等之路：   @LINK  #MeToo,['日本'],1
457,2018-08-27,她曾经存在过 by 院长别关都是自己人 on Weibo #MeToo  @LINK …,[],0
458,2018-08-27,估计有把柄被我党抓到了 #metoo,[],0
